deviceUid,deviceName,serialNumber
d91af89f-e385-4bbd-8fcd-5779cdc95be9,SB920CW18,2XDQG42
d96c3da5-3e85-41a2-bad1-7d02016dcdee,BKFD1W21,MJ098B4K
d96d7f46-4692-4a6a-9ddf-bc74498705ff,PC459C2W18,MJ06GTM1
d9864a39-c18a-4a92-bb8b-dbeb02f8fe90,PC3AG5487WFHW21,MJ09AXLL
d9916294-2244-4e8d-8590-925ab16388ef,PADA77DKTPW21,MJ098B4Y
d9a65d62-74fb-4430-9efb-74cb18498192,CS47115W16,7JLCJB2
d9b840bc-c4dc-4cd1-ae4f-c32cf8f529fc,PC340W19,MJ07RGWX
db099e27-cdea-4e27-b328-0692a8506ace,CS351AW22,1Y8KKQ3
dbbf92a4-a0a8-43a6-97d8-2b445464a1cf,MCIKB329W18,PF17U30J~L1HF87L06S6~PF17U30J
dbd78aa7-f936-4351-a1b3-63394f360f72,MC200CW21,MJ08NX9E
dbf848d2-1e49-49d1-9b5e-ade4487068fd,PC324W22,6HMDRN3
dc35e578-6fe3-48e1-90dd-a1b8a716f827,MCBT18W22,3QDQG42
dc383d9d-fa46-4f46-8f4e-9bf8b196892d,PA5W18,MJ06GJ4Q
dc3b6c3e-071e-400f-8b8c-c8c79015413d,SB920FW18,BJFQG42
dc4a9f42-01e3-4c5b-8018-a2cb0b2ae748,WLBW1437LPW22,PF1WMCNL
dc52761d-90ab-4ffc-b6c7-a898646daf3f,PC3NS1W18,MJ06GJ2Y
dc69fa08-cbb3-409a-830d-843974c92c59,PC326W18,FR5D482
dcbdb988-73a9-448b-913c-5b3b2f7a78eb,PC4EKGLP1W21,PF1Q23L0
dccb07cb-eb2e-4e5e-b73e-a28cbccc4313,MCBOAW22,MJ098B4M
dd1fb800-f568-4cf7-9929-5e80eb299144,CSBERLINW18,PF11ABWU
dd3c0699-8f12-4067-aba2-1bc5d016f5b2,CS351LW21,JWTRCX1
dd8e21bd-3c5e-4877-8d31-495b2987021c,CSAA6545LPW21,MJ0ERBF8
ddb3def1-91c2-4d25-a6f6-6e1a595a03b3,IT352IBW22,MJ09AXTL
de0f95d1-8f55-4d7d-935b-cb7868a67583,PSSLOBBY1W22,MJ08NX8Y
de591813-3b71-4aca-95bd-409fe4fb3842,MR2W18,MJ05FP05
de6129f9-eea4-4a01-b982-aa94ed482cf0,HPOSTUDENTBM19,FVFXTASTHV29
de77749f-9164-4ef0-b3cb-88b825ef511e,MC353DW19,MJ08NX8R
de9373e5-ba0e-494d-92fb-94b85afd50a1,PC447W18,FR1L482
df45cc1d-165e-4dd1-b369-8ac9b99eb923,PC457C1W18,MJ06GJ2F
dfd4531a-5a7e-479e-957b-b8e6845967e2,SP333AW19,MJ07RGWU
e012bc84-c542-4d88-b05f-5eecd54f9404,WLER592W19,PF1RMP4A
e0155bad-d453-422a-884d-f05bb5e4f32d,OSCARTESTBOX,VMware-42 34 39 a3 e1 7a 9b 4f-68 cf 14 e8 52 f6 4b 0b
e0ea6cbb-c7f4-4e27-aab6-a00acf10538e,CS351CW21,7JK2JB2
e18d1e8b-2687-4372-a55d-d11f96e29b9f,RUBEN-LAPTOP,3XQ6F63
e18e5259-3a20-4c4d-9cf0-37f8c5e56ff5,FLUVACC02W22,7WS0342
e1ee223c-a151-4b67-9c1e-a0d858a45993,AD474GW22,MJ098B43
e2a80636-e40a-410b-b11f-77bbb819e901,PNES72601,VMware-42 28 cc d8 7f c4 fe af-c4 af 50 bf 62 05 b5 e8
e2bc574f-80a8-4c9a-977c-722ab2949a8c,PA15W18,MJ06GJ5C
e2c3ca73-15e4-4c01-98bf-393eec8a2ef9,MCFD2W19,MJ08NX8W
e2db2fb2-f4a7-45e4-9698-bc48248cc173,PCAJS375PCW22,MJ098B4J
e324778b-be63-4a44-92c2-e6e684034f15,QINIV7154LPW22,7T3Y593
e37c5955-9bc6-4162-9aff-51feeec2a7c4,CSWRD2W20,83W6T32
e41131eb-d7fe-4832-b948-d6180ce253dd,CS47114W22,C3HP2Q3
e4f90b19-a096-43ac-9813-eaed2f268668,MCWDCWIN10-507,VMWARE 42 34 43 D9 67 60 99 F8 31 AB 61 3D 05 F9 5
e527b685-b15a-4541-8598-cee6724267b0,PC315W18,7JM3JB2
e55d916c-5cd8-412e-b0b0-ae236b41aa8c,MCBT13W22,7JN5JB2
e5c12b69-32f3-43cd-aad3-e9b18f4e28a3,SPBELOKL01LPW21,PF1WLRFZ
e5c8e741-99f6-4761-bc1b-7955bfe3aa29,WLRG4572LPW22,GDRL493
e617a5a7-003b-48b3-b166-ab9d00d67f67,WIN10LOW05,VMWARE 42 12 43 19 DE 0E 9F 2E 1B 74 87 10 40 50 6
e6772e1e-5a06-48d6-9d79-45e25f112860,CS47112W16,7JH8JB2
e6a9359b-5355-47f1-85e3-1052420e3772,KITCHEN2W19,MJ08NX8T~~MJ08NX8T
e6c6e2e8-47c0-4540-99de-525311f34526,OPFD1W22,MJ07RGWL
e6d2916c-983e-46bc-9302-353ebcb41d2c,CSSG7860LPW22,GL3Z593
e6da7ad2-ec87-471c-ad9f-3f56ff020069,OV4EXAMW22,7JN2JB2
e787f8ac-09bc-4f78-a70b-03d9a0969fdd,PCROGBO28LABW19,JWTRMM1
e7cef808-173e-4334-af8c-1025248664de,PC311W18,FQYG482
e8f9e039-d7a2-46ff-a1df-d0e5e090ba94,FAAS100W18,MJ05NLF9
e929c158-5059-4d25-bac4-9960078b174e,IT352GAW20,2GNDPX2
e9720c19-c3a9-45b0-9e26-f919d39fadb5,PSSDJ16W20,MJ0BXVZX
e9c93e4d-edd8-4e41-999d-0ece6282ae54,CSKIMMEL806W22,7JJ7JB2
ea9ba218-57da-4200-9c54-e5e37dbcd9c6,PA6W18,MJ06GJ2J
ead52a0e-5ca7-4e66-9970-f4327a7b1ebf,MEDLIBPM1,MJ09AXRH
eaec814f-b4ab-4a32-abc2-717a04b7220c,PSSCRM310W20,MJ0BXVZW
eb07026f-09cd-4830-ae27-5375cc73186e,MININT-1K2L9PB,PF1QAJRR
eb774253-4fe8-4113-8494-8cc789e7825e,BKFD2W18,MJ05NLCG
ebc65bba-31d2-49d6-bc39-2df1cc48d705,PCLPIF26W20,PF11MW1M
ebcef996-f87c-464f-bf26-a4283a2c564e,ALLISONLPW21,PF259XZM
ec8e5c8b-c96c-4b2b-858a-8b3e9bb00cd9,X1WARRANTY,PF1Q1G3W~L1HF95N0098~PF1Q1G3W
ec9ee237-fcdf-4186-94a6-d7a058ef9724,IFRL2842W22,2W1K493
ecfb8c13-3fc0-4d4a-a198-ce4bebc33a44,726WINDOWS2016,DNZXCH2
ed0369f7-3629-4ff9-a0a1-17d5bd4ebd84,WHNS1W18,MJ06GJ4H
ed7d37ea-e3f2-49dc-ab55-8373ea3840eb,FAC352LW22,MJ05NLFE
edcb47de-09ec-4225-9daa-4c53655d36e5,PC4NS6W18,MJ06HAG2
ee8e55de-b261-46cc-a313-78261f43d3bf,DESKTOP-IPK5PEP,73FQG42
ef4ca985-6382-4e86-8326-cea5ce2a58a1,PCROGB026BW19,JWTSD42
ef9c32d8-a739-4763-bf04-fefc67c8b5a5,PC424C2W18,MJ06GJ43
eff0751b-cbff-4206-94e3-619477b30449,APLKWDC01,VMware-42 34 78 46 8f 17 e7 ee-35 98 56 09 b0 8b 8b 21
f03b7253-f25d-4d94-b4e1-48157792913e,PC428W18,7JHCJB2
f09a7949-acb6-465f-8270-25fbfc41cc00,PC334W18,MJ05FNXE
f1020bef-414f-41ba-935c-4de154801797,ITSR5792LPW22,MJ0BXVXP
f181b3d6-cfd9-4f6e-ac4a-92e38bf65ec0,PC3SA6280LPW20,PF1WMF1Y
f2059ce6-1cfb-4ab7-bb9b-3871c152c45b,WH419W18,FR4J482
f25b7a2f-194a-4439-833c-8bd75586d21f,CSLA1W19,PF1Q1EKQ
f27168cf-c2c6-4de8-b614-dfb16a1ce668,PC3MV1748LP1W22,DVDK493
f443a0b8-792c-4521-b45d-356d93760b6e,MININT-VA4F7SF,BCFYR72
f4ce454e-c80e-4af5-af4b-d98446d4574e,MCBT07W22,74FQG42
f4fbef91-10d4-4c83-a535-14a61e6930e3,MCWDCWIN10-503,VMWARE 42 34 7C CB 09 CC F2 B5 F6 C3 13 6A 88 D1 C
f51b7ed1-d6cc-429a-98ad-ba1b6795e395,FLUVACC01W22,JDS0342
f52540f6-e5bb-40a7-bcfe-281f0b8e028a,WLMF154LPW22,6Q1Z593
f550b0e1-24d6-497a-8960-fec970bfaddd,MRAK90W20,JKQ7M32
f5a9a0b5-e79a-413b-91ba-9669468a3867,PHARM3W19,7JJ9JB2
f6237b3f-7d03-4b63-ac42-f5133acc908a,PC3NS3W18,MJ06H0PX
f6b5ae0f-1303-4561-bf9d-67c67a2038eb,PC3FD1W18,MJ05NLEJ
f6e62141-18a5-4b49-a9ba-efa6197bc645,PC3EKGLP1W20,PF1Q9L42
f73cc94a-5291-4116-b207-6d354a3a84e7,MR1W18,MJ05FNYH
f758e253-cc95-48e3-b341-4db69d5d7be7,AD474IW18,MJ05FNWU
f797cf01-441c-4cd6-ae61-cf7e23dd18d5,MC202BW18,MJ07RGX0
f800c43e-1301-4400-ae97-be2412d3cccf,MCBT15W22,FQZJ482
f8b6f280-706b-42a8-84c8-443631ad193d,SB920FDW17,7JGGJB2
f8c594cc-8327-4a5c-bc0b-1a6b46acea75,SP331W19,MJ07RGWH
f8c9631a-b3e6-4167-9953-feed1d157c14,CS471AW16,2KFQG42
f8f79d54-a115-4b39-b5be-c6a034d292dd,MCLKB329LP2W22,82TX593
f8fb840e-c51a-433f-b0ed-02d63b3202f0,PC322B1W18,MJ05NLE0
fad35f37-5a34-47f2-b56b-980b81449935,PC450W18,FR4G482
fbf10c8d-50ce-4b4c-88f6-daade3970f4e,CRCTL2738W22,PF13ZCVR
fc317056-4db1-4ddc-bfd3-e3f677b93ae4,WEBAPPS2016,2604-1272-7676-5118-9210-9534-35
fc8d72ec-77fd-4456-9ed4-65df67a5f53d,LAPTOP-9ANC75VG,PF13ZCUZ
fcb049ed-35e7-4fbd-9a45-6ddaa7319b50,MININT-99OPTAH,VMware-42 28 c7 b5 68 c3 ab c6-4d 48 ab 7d ef f1 91 cd
fccf4e8b-25b2-4260-ab88-68ba703b196b,PC438W18,FQZD482
fd83d913-5d87-4b9e-988e-a167299d780e,OFSDC01,VMware-42 12 4c aa c3 12 e2 ad-f3 6c 34 bb 65 91 a3 8a
fdc6f33d-d6c5-4ec5-befa-21e38bc3a1a2,ALFD2W18,MJ05FNY2
fdd0fc65-0784-4054-9376-4a6ae2c307ec,HPOJENNYX19,F5KXT059F693
fdf75b60-607b-410e-946c-43a7ed529985,WIN10LOW01,VMWARE 42 12 DE 2D B0 B1 99 B4 1C 9B E1 23 9E 93 A
fe7ef25c-c40f-4e14-81b1-3ce0b292d83d,IT352IW22,MJ098B3M
fe85d31e-e040-4604-aa6f-77b3c0baa94f,PTFD2W22,MJ06FCRV
ff91c293-2f0b-48e7-b698-55290b494e5d,IFJL3393W18,PF17U0NH
ff92e629-1345-4739-8a26-d8b231dbb0a9,WELLCAMERAW21,MJ09AXG8
